compx,compy,compz,accelx,accely,accelz,gyrox,gyroy,gyroz,temp,baro,timestamp
0.432800,0.070900,0.223500,-0.157000,0.044000,-9.665000,0.000289,-0.001641,0.002124,30.300000,84.010000,1559172044.247694
0.433900,0.070900,0.223400,-0.170000,0.053000,-9.698000,0.001460,-0.000570,0.001574,30.300000,83.994000,1559172044.340946
0.437100,0.069700,0.223200,-0.142000,0.034000,-9.686000,0.001276,-0.001259,0.002359,30.300000,83.994000,1559172044.448069
0.437100,0.069700,0.221900,-0.161000,0.039000,-9.722000,0.000417,-0.001398,0.002297,30.300000,83.994000,1559172044.538880
0.434900,0.073100,0.220700,-0.161000,0.047000,-9.650000,0.001010,-0.000775,0.002176,30.300000,83.994000,1559172044.646005
0.435000,0.069700,0.220600,-0.152000,0.013000,-9.666000,0.001254,-0.000960,0.002819,30.300000,83.985000,1559172044.740451
0.435000,0.069700,0.223400,-0.178000,0.024000,-9.676000,0.000467,-0.000500,0.002814,30.300000,83.994000,1559172044.846319
0.433900,0.070900,0.223400,-0.160000,0.023000,-9.678000,0.000092,-0.000993,0.001891,30.300000,84.010000,1559172044.939572
0.433900,0.070900,0.223400,-0.148000,0.038000,-9.668000,-0.000195,-0.001914,0.002044,30.300000,83.998000,1559172045.047944
0.433900,0.070900,0.223400,-0.170000,0.030000,-9.708000,0.000652,-0.001195,0.002470,30.300000,83.998000,1559172045.139947
0.432800,0.070900,0.222100,-0.178000,0.044000,-9.724000,0.000237,-0.000657,0.002473,30.300000,84.010000,1559172045.247069
0.433900,0.072000,0.222100,-0.173000,0.055000,-9.682000,0.000776,-0.001849,0.001937,30.300000,83.998000,1559172045.339134
0.434900,0.072000,0.223400,-0.148000,0.019000,-9.685000,0.000664,-0.002003,0.000486,30.300000,83.981000,1559172045.446248
0.435000,0.069700,0.226100,-0.166000,0.028000,-9.695000,0.000431,-0.002157,0.002723,30.300000,84.010000,1559172045.540733
0.436000,0.069700,0.223300,-0.163000,0.051000,-9.679000,0.000587,-0.001907,0.001046,30.300000,83.998000,1559172045.646570
0.432800,0.069700,0.223500,-0.165000,0.022000,-9.683000,0.000572,-0.001539,0.000701,30.300000,83.998000,1559172045.739819
0.432800,0.069700,0.219400,-0.165000,0.047000,-9.674000,-0.000208,-0.002000,0.002064,30.300000,83.998000,1559172045.846941
0.433900,0.072000,0.223400,-0.171000,0.030000,-9.698000,0.000109,-0.001271,0.001817,30.300000,83.998000,1559172045.940195
0.432800,0.070900,0.222100,-0.172000,0.027000,-9.680000,0.000437,-0.001662,0.002708,30.300000,84.010000,1559172046.046065
0.431700,0.069700,0.223500,-0.167000,0.022000,-9.693000,0.001057,-0.002964,0.001924,30.300000,83.998000,1559172046.139416
0.431700,0.067500,0.224900,-0.169000,0.029000,-9.659000,0.000815,-0.001139,0.002371,30.300000,84.014000,1559172046.247757
0.435000,0.069700,0.222000,-0.178000,0.027000,-9.678000,0.000278,-0.003397,0.002776,30.300000,83.998000,1559172046.341041
0.433900,0.070900,0.223400,-0.176000,0.027000,-9.699000,0.000942,-0.003392,0.001831,30.300000,83.998000,1559172046.446937
0.434900,0.070900,0.222000,-0.168000,0.036000,-9.696000,0.001366,-0.001699,0.001797,30.300000,83.998000,1559172046.538819
0.433900,0.068600,0.226100,-0.166000,0.023000,-9.710000,0.000190,-0.001257,0.002097,30.300000,84.010000,1559172046.645943
0.433900,0.069700,0.223400,-0.180000,0.015000,-9.663000,0.000695,-0.003488,0.001884,30.300000,84.001000,1559172046.739195
0.436000,0.070900,0.223300,-0.167000,0.042000,-9.748000,0.000799,-0.001595,0.001925,30.300000,83.998000,1559172046.845067
0.433900,0.067400,0.222000,-0.155000,0.046000,-9.675000,0.000645,0.000070,0.002162,30.300000,84.001000,1559172046.940822
0.435000,0.072000,0.224700,-0.170000,0.036000,-9.698000,0.000814,-0.001719,0.002997,30.300000,84.001000,1559172047.047949
0.433900,0.070900,0.237000,-0.159000,0.037000,-9.687000,0.000417,-0.000827,0.001439,30.300000,83.998000,1559172047.139943
0.433900,0.070900,0.219300,-0.159000,0.023000,-9.694000,0.000911,-0.001644,0.002602,30.300000,84.001000,1559172047.247150
0.435000,0.069700,0.224700,-0.200000,0.049000,-9.681000,-0.000219,-0.001939,0.002655,30.300000,84.001000,1559172047.339131
0.432800,0.069700,0.222100,-0.142000,0.037000,-9.691000,-0.000936,-0.001750,0.002162,30.300000,84.001000,1559172047.446188
0.436000,0.070900,0.223300,-0.187000,0.030000,-9.711000,0.000584,-0.001185,0.001411,30.300000,83.988000,1559172047.540690
0.433900,0.070900,0.223400,-0.166000,0.052000,-9.697000,0.001140,-0.002402,0.001950,30.300000,84.001000,1559172047.646624
0.436000,0.070900,0.224700,-0.175000,0.037000,-9.693000,0.001059,-0.002109,0.002349,30.300000,83.988000,1559172047.739837
0.436000,0.070900,0.227400,-0.160000,0.033000,-9.707000,0.001122,-0.001395,0.001957,30.300000,84.001000,1559172047.848192
0.433900,0.069700,0.222100,-0.171000,0.045000,-9.683000,0.000370,-0.002247,0.003280,30.300000,84.001000,1559172047.940223
0.435000,0.069700,0.222000,-0.168000,0.051000,-9.682000,0.000671,-0.001250,0.002501,30.300000,84.001000,1559172048.046067
0.437100,0.069700,0.221900,-0.163000,0.040000,-9.695000,-0.000259,-0.002021,0.002269,30.300000,83.988000,1559172048.139379
